path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
docs/next-lifecycle-delegate-mission-route.md:39	Old Castellan evidence is historical authority for its original scope, never an	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:42	No global replacement of Citadel namespaces, IDs, signed bytes or sealed evidence.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:47	access, live activity, dependency update, onboarding or Castellan oversight. All	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:55	headings and Citadel/Castellan interview terminology. The CY0–CY3 selection and	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:60	**FORMATION_CLAIM_CUSTODY_IMPLEMENTED_OFFLINE_LIVE_TRANSPORT_BLOCKED**. [FC0–FC3 report and fresh gate evidence](citadel-formation-claim-custody-report.md) and [the exact custody contract](../contracts/citadel-formation-claim-custody.md) supersede the selection status below. Genuine retained claims now bind exact prepared operations to durable one-use credential delivery and dispatch, proved with recording offline infrastructure. Default production transport still refuses. This is local software completion, not independent acceptance, deployment or commissioning.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:62	Next: independent review, then genuine installed formation trust/custody, nine institutional witnesses and competence, personnel judgments and qualified Castellan/Locksmith appointments, actual B1 provider/custody/bounds policy, public preflight and separately scoped owner authorization. **DEFER_ENROLLMENT remains selected.** B1 remote cost/time guarantees are unchanged; no provider was selected. CF01/CF02/IR01 and NA-IR01/02 remain preserved. Understanding closes interview authority; drafting and mission approval stay separate; receiving grants no execution authority. Unknown outcomes retain exposure without retry/refund. All deployment/enrollment/readiness/activation/execution flags remain	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:68	The owner chose **DEFER_ENROLLMENT** on 2026-09-09 and retained the first bounded Castellan interview as the objective. [CP0–CP3 is accepted and merged via PR #776](citadel-commissioning-preparation-acceptance.md), exact reviewed tree `91bac3df3fdf78288fbd896672aa6001206160ad`; GitHub CI passed. No corrective campaign or installation change is selected.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:70	Next local work: [Formation Claim Custody and Transport Boundary FC0–FC3](next-campaign-citadel-formation-claim-custody.md), using [the Loco handoff](handoffs/citadel-formation-claim-custody-ready.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:80	This closes a specific software prerequisite without commissioning admission/inventory. Native enrollment stays deferred; formation trust, other Seats and appointments remain unresolved. No provider is selected and no accepted cost/time guarantee is weakened. Citadel receives; Castellan interviews; understanding closes interview authority; drafting and mission approval remain separate; receiving assessment grants no execution authority. Preserve CF01/CF02/IR01, NA-IR01/02 and all scoped acceptances. Default transport refuses; unknown outcomes retain exposure without retry/refund. All operational authority/readiness flags remain false.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:86	**COMMISSIONING_PACKAGE_PREPARED_FOR_OWNER_REVIEW.** CP0–CP3 is complete locally: [report and evidence index](citadel-commissioning-preparation-report.md), [installation assessment](citadel-commissioning-installation-assessment.md), [owner decisions](citadel-commissioning-owner-decisions.md), [compatibility matrix](citadel-commissioning-compatibility.md) and [phased runbook](citadel-commissioning-owner-runbook.md). Independent package review is next. Recommendation: defer enrollment until explicit owner decisions and genuine operational prerequisites are resolved.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:88	The checker and offline rehearsal grant no authority. Deployment approval, enrollment authorization, live readiness, activation and execution remain false. Stop at local commits; publication and any real commissioning are later gates. Accepted P0–P3/NA-IR01/02, CF01/CF02/IR01 and the exact Guildhall lookup remain closed within scope. Native authority does not supply formation competence or resolve other Seats, appointments or B1. Citadel receives; Castellan interviews; understanding closes interview authority; drafting and mission approval remain separate; receiving assessment grants no execution authority. Default transport refuses; unknown outcomes retain exposure without retry/refund.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:94	P0–P3 and NA-IR01/02 are [accepted and integrated through PR #774](citadel-native-authority-protocol-acceptance.md), merge `f35a0b33ddab9e8815470a697d8593984e050023`, exact accepted tree `e4140d95cbb83b3dbf9125849953cec0c7eda989`. GitHub CI passed. Earlier accepted campaigns and the exact Guildhall lookup remain closed within scope.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:96	Execute [CP0–CP3](next-campaign-citadel-native-authority-commissioning.md) using [the Loco handoff](handoffs/citadel-native-authority-commissioning-ready.md). This selects read-only installation/source assessment, an unapproved owner policy and compatibility proposal, a bounded public preparation checker, exact future commands and offline rehearsal. It does not approve deployment, signing, enrollment or real institutional acts.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:107	Citadel receives; Castellan interviews; “I understand” closes interview authority. Separate explicit approval permits drafting. Separate mission approval precedes legitimate child-Curia constitution and handoff. Receiving assessment grants no execution authority. CF01/CF02/IR01 and NA-IR01/02 remain preserved; unknown provider outcomes retain exposure without retry/refund and default formation transport refuses. `live_ready`, `activation` and `execution_authority` remain false.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:113	The [P0–P3 campaign](native-authority-protocol-campaign.md), [native contract](../contracts/native-institutional-authority-v1.md), [owner runbook](native-authority-protocol-runbook.md) and [source map](native-authority-protocol-source-map.md) supersede the campaign-selection text below. A0–A3 is [accepted within preparation/refusal scope](citadel-authority-interface-acceptance.md), with its admission-test qualification preserved. Independent review requires NA-IR01/02 corrections within P0–P3; see the [review and correction scope](native-authority-correction-campaign.md). Both defects were reproduced, corrected and passed final committed offline gates; see the [correction report](native-auth	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:117	**AUTHORITY_INTERFACES_IMPLEMENTED_WITH_EXPLICIT_ISSUER_OR_CURRENTNESS_BLOCKER**. The [completed report](citadel-authority-interface-report.md), [implemented runbook](citadel-authority-interface-runbook.md) and [source/consumer map](citadel-authority-interface-source-map.md) supersede the campaign-selection instructions below. Public Recruiter projection/inspection and exact unsigned Garrison preparation/refusal are implemented and tested. No authentic native issuer/currentness source was established, so no positive revision or formation witness is admitted. Independent review is next; installation/private export and genuine owner acts remain separate. Do not repeat the accepted Guildhall lo	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:121	[Native-lineage preparation and its exact acceptance follow-up are accepted](citadel-native-lineage-acceptance.md)	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:125	Run [A0–A3 locally](handoffs/citadel-recruiter-garrison-authority-interfaces-ready.md): implement public Recruiter evidence, explicit Garrison	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:126	authority revision and their proof/runbook under the [bounded campaign](next-campaign-citadel-recruiter-garrison-authority-interfaces.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:132	gates. Citadel receives; Castellan interviews; understanding closes interview	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:141	See the [IR01 correction report](citadel-ir01-correction-report.md) for source,	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:160	R0–R3 local work is complete; see the [terminal report](citadel-readiness-report.md),	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:161	[readiness matrix](citadel-readiness-matrix.md), [owner runbook](citadel-readiness-runbook.md)	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:162	and [changed-test map](citadel-readiness-changed-tests.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:182	CF01/CF02 remain [accepted within reviewed scope](citadel-formation-correction-acceptance.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:198	[correction report](citadel-formation-correction-report.md) and	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:199	[review handoff](handoffs/citadel-formation-correction-review.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:213	Current campaign: [correction and proof](next-campaign-citadel-formation-correction.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:214	Current runner: [local correction prompt](handoffs/citadel-formation-correction-ready.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:221	## Preserved Citadel formation direction	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:227	Campaign: [next-campaign-citadel-mission-formation.md](next-campaign-citadel-mission-formation.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:228	Local runner: [handoffs/citadel-mission-formation-implementation-ready.md](handoffs/citadel-mission-formation-implementation-ready.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:229	Contract: [citadel-mission-intake.md](../contracts/citadel-mission-intake.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:233	Castellan is Citadel's cognitive holder; qualification and activation remain	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:234	prerequisites. Select one Citadel registry with registered child Curiae, a bounded	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:238	Decisions: [citadel-mission-formation-decisions.md](citadel-mission-formation-decisions.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:239	Historical report: [citadel-mission-formation-preparation.md](citadel-mission-formation-preparation.md).	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:246	1. Citadel receives and routes the request. A new inquiry creates no Curia.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:247	2. Castellan, its cognitive holder, discusses intent and existing mission overlap	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:250	4. Citadel discloses drafting scope/resources/limits and asks:	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:254	6. Citadel drafts and presents the numbered proposal within planning authority.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:267	permission cannot authorize it retroactively. Castellan is the owner-selected	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:268	Citadel cognitive holder. Implement one authentic bounded interview-session	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:276	new schema labels do not establish Citadel jurisdiction or multi-instance support.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-delegate-mission-route.md:881	Citadel revalidates the exact commission, binding, access attestation, runtime mapping, target, lease, and single-turn authority before invoking the explicitly named Symfony AI platform and runtime model. Catalogue identity is never passed to the provider as the executable model name.	historical/sealed evidence	Author/source at Git blob 4de6225644bb98e99317f2cd811d136f9d069da7	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	796240c98c608cb4a91f3d0fa2ce8778305333df2f072ea6162f345804e73a12
docs/next-lifecycle-persona-retrieval-and-deployment.md:65	The model-bound Citadel route now continues through step 35, **Legate activation authorization**. The Imperator decides against the exact generation-1 Seat binding and unexpired model-access lineage. Only `AUTHORIZED` reaches `MODEL_BOUND_CITADEL_LEGATE_ACTIVATION_AUTHORIZED_PENDING_RUNTIME_ACTIVATION`; every other branch is sealed and non-authorizing. This is not mission deployment or Garrison custody transfer.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:67	The model-bound Citadel governed-commission route now completes at step 43, **independent commissioner review**. After exact delivery, the original commissioner consumes one single-use review authority and records acceptance or rejection with rationale; both branches close the commission terminally.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:77	35. **Authorize activation of the exact bound Legate.** The Imperator decides against the exact generation-1 binding and complete Profile/model-access lineage. Only `AUTHORIZED` opens one single-use Conscription runtime-activation authority at `MODEL_BOUND_CITADEL_LEGATE_ACTIVATION_AUTHORIZED_PENDING_RUNTIME_ACTIVATION`. Refusal, revision, alternative, clarification, and deferral remain sealed and non-authorizing. Runtime activation, operational use, tools, credentials, provider invocation, external action, and execution remain closed.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:79	36. **Activate the exact Legate runtime mechanically.** Conscription consumes the exact Step 35 authority, proves the generation-1 binding remains the sole current occupancy for the immutable Seat, and revalidates the complete lineage and unexpired access attestation. The Legate reaches `MODEL_BOUND_CITADEL_LEGATE_RUNTIME_ACTIVE_PENDING_GOVERNED_COMMISSION` with commission intake available, but no cognition, provider invocation, credential, tool, external-action, execution, or continuing-turn authority.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
